"Sample","q","Original duration (ms)","Original size (KB)","Compression time (ms)","Comp Time / Orig dur","Size (KB)","Rate","Decompression time (ms)","Decomp Time / Orig dur"
"05_countertenorA","0.7","2470.272","213.154296875","208","0.08420125395098192","105.771484375","2.0152340504108577","97","0.039266930929063686"
"05_countertenorA","0.8","2470.272","213.154296875","412","0.1667832530182911","136.626953125","1.5601189370005575","98","0.03967174464998187"
"05_countertenorA","0.9","2470.272","213.154296875","502","0.20321648790092753","170.916015625","1.2471288667451348","68","0.027527333022436398"
"05_countertenorA","1","2470.272","213.154296875","537","0.2173849681330639","209.681640625","1.016561565617519","77","0.031170656510700036"
"06_countertenorB","0","2414.649","208.36328125","481","0.19920079481531272","2.509765625","83.02101167315175","142","0.05880771905150604"
"06_countertenorB","0.1","2414.649","208.36328125","842","0.34870492564343725","5.611328125","37.1326139923425","110","0.045555275321589185"
"06_countertenorB","0.2","2414.649","208.36328125","122","0.050524941720308005","12.384765625","16.824160227093518","61","0.025262470860154002"
"06_countertenorB","0.3","2414.649","208.36328125","541","0.22404912680890682","22.728515625","9.167483028271892","97","0.040171470056310464"
"06_countertenorB","0.4","2414.649","208.36328125","209","0.08655502311101945","38.017578125","5.480708964808631","96","0.03975733118975056"
"06_countertenorB","0.5","2414.649","208.36328125","778","0.3222000381836035","55.904296875","3.727142507773469","125","0.05176735831998771"
"06_countertenorB","0.6","2414.649","208.36328125","464","0.19216043408379438","77.560546875","2.68645967112387","120","0.0496966639871882"
"06_countertenorB","0.7","2414.649","208.36328125","155","0.06419152431678476","102.873046875","2.0254409447323956","114","0.04721183078782879"
"06_countertenorB","0.8","2414.649","208.36328125","197","0.08158535671230063","134.072265625","1.5541117342850899","154","0.06377738545022486"
"06_countertenorB","0.9","2414.649","208.36328125","226","0.09359538384253778","166.978515625","1.2478448527949657","46","0.019050387861755478"
"06_countertenorB","1","2414.649","208.36328125","227","0.09400952270909768","203.283203125","1.0249901519009232","131","0.05425219151934712"
"07_bass","0","2623.8100000000004","226.470703125","629","0.23972772418734584","1.859375","121.79936974789916","79","0.03010888745755218"
"07_bass","0.1","2623.8100000000004","226.470703125","371","0.1413974335031881","4.84375","46.75524193548387","123","0.04687839439593568"
"07_bass","0.2","2623.8100000000004","226.470703125","127","0.04840289502669781","12.0546875","18.78694102397926","120","0.04573501892286407"
"07_bass","0.3","2623.8100000000004","226.470703125","342","0.1303448039301626","23.33203125","9.706428930185837","104","0.03963701639981553"
"07_bass","0.4","2623.8100000000004","226.470703125","807","0.3075680022562609","38.921875","5.8185969490164595","84","0.03201451324600485"
"07_bass","0.5","2623.8100000000004","226.470703125","630","0.24010884934503637","59.453125","3.809231274638633","62","0.023629759776813104"
"07_bass","0.6","2623.8100000000004","226.470703125","67","0.025535385565265772","83.61328125","2.708549404344779","161","0.06136115038817597"
"07_bass","0.7","2623.8100000000004","226.470703125","634","0.24163334997579852","111.6640625","2.0281431469950326","123","0.04687839439593568"
"07_bass","0.8","2623.8100000000004","226.470703125","242","0.09223228816110922","144.203125","1.5704978870950266","157","0.059836649757413825"
"07_bass","0.9","2623.8100000000004","226.470703125","497","0.18941920337219537","182.265625","1.242531075867981","138","0.05259527176129368"
"07_bass","1","2623.8100000000004","226.470703125","143","0.05450089754974635","223.375","1.0138587716843872","96","0.036588015138291255"
"08_male","0","1214.059","105.009765625","553","0.45549680863944836","0.376953125","278.57512953367876","70","0.05765782387841118"
"08_male","0.1","1214.059","105.009765625","902","0.7429622448332412","1.861328125","56.41657922350472","69","0.056834140680148165"
"08_male","0.2","1214.059","105.009765625","71","0.0584815070766742","5.236328125","20.05408429690414","82","0.06754202225756739"
"08_male","0.3","1214.059","105.009765625","475","0.391249519174933","10.849609375","9.678667866786679","144","0.11861038054987444"
"08_male","0.4","1214.059","105.009765625","965","0.7948542863238113","18.091796875","5.80427507287056","113","0.09307620140372092"
"08_male","0.5","1214.059","105.009765625","383","0.31547066493473547","27.208984375","3.8593783647979327","70","0.05765782387841118"
"08_male","0.6","1214.059","105.009765625","163","0.13426036131687175","38.916015625","2.6983688833124218","75","0.06177623986972627"
"08_male","0.7","1214.059","105.009765625","575","0.4736178390012347","51.658203125","2.032780067299331","84","0.06918938865409342"
"08_male","0.8","1214.059","105.009765625","443","0.3648916568305165","67.431640625","1.5572773352643012","160","0.1317893117220827"
"08_male","0.9","1214.059","105.009765625","302","0.2487523258754311","84.251953125","1.246377819505297","128","0.10543144937766616"
"08_male","1","1214.059","105.009765625","350","0.2882891193920559","102.947265625","1.0200345292075357","70","0.05765782387841118"
"09_cello","0","3463.8779999999997","298.923828125","770","0.2222942032023068","0.990234375","301.87179487179486","130","0.03753019015103881"
"09_cello","0.1","3463.8779999999997","298.923828125","813","0.23470803532918885","4.646484375","64.33333333333333","76","0.021940726549838075"
"09_cello","0.2","3463.8779999999997","298.923828125","216","0.062357854404802945","13.927734375","21.46248772963119","130","0.03753019015103881"
"09_cello","0.3","3463.8779999999997","298.923828125","801","0.23124371008447758","29.201171875","10.23670657481105","63","0.018187707534734192"
"09_cello","0.4","3463.8779999999997","298.923828125","863","0.24914272384881916","49.849609375","5.996512949104729","110","0.03175631474318669"
"09_cello","0.5","3463.8779999999997","298.923828125","902","0.2604017808941308","76.724609375","3.8960619097319453","78","0.022518114090623285"
"09_cello","0.6","3463.8779999999997","298.923828125","266","0.07679254292443326","108.740234375","2.748971710821733","121","0.03493194621750535"
"09_cello","0.7","3463.8779999999997","298.923828125","773","0.22316028451348463","147.216796875","2.0305008291873965","80","0.0230955016314085"
"09_cello","0.8","3463.8779999999997","298.923828125","803","0.2318210976252628","190.599609375","1.5683338969329932","152","0.04388145309967615"
"09_cello","0.9","3463.8779999999997","298.923828125","493","0.14232602880355488","240.677734375","1.2420086507015509","60","0.017321626223556374"
"09_cello","1","3463.8779999999997","298.923828125","707","0.2041064956675726","295.427734375","1.01183400657151","98","0.02829198949847541"
"10_saxophone","0","19824.603","1708.162109375","249","0.012560150637064461","18.748046875","91.11146994478591","271","0.013669882821865336"
"10_saxophone","0.1","19824.603","1708.162109375","434","0.0218919894637991","42.189453125","40.487894078977824","205","0.010340686267462708"
"10_saxophone","0.2","19824.603","1708.162109375","552","0.027844189364094708","95.396484375","17.905923059599125","187","0.009432723570807447"
"10_saxophone","0.3","19824.603","1708.162109375","649","0.03273709945162584","184.638671875","9.251377796583276","252","0.01271147775317367"
"10_saxophone","0.4","19824.603","1708.162109375","767","0.03868929935192145","299.443359375","5.704458141734338","300","0.015132711610921036"
"10_saxophone","0.5","19824.603","1708.162109375","720","0.036318507866210485","454.470703125","3.7585747499881816","288","0.014527403146484196"
"10_saxophone","0.6","19824.603","1708.162109375","457","0.023052164020636378","630.873046875","2.7076162436108198","204","0.010290243895426305"
"10_saxophone","0.7","19824.603","1708.162109375","735","0.03707514344675654","851.904296875","2.005110334154869","268","0.013518555705756125"
"10_saxophone","0.8","19824.603","1708.162109375","740","0.03732735530693856","1089.685546875","1.567573429117847","243","0.01225749640484604"
"10_saxophone","0.9","19824.603","1708.162109375","259","0.013064574357428495","1376.560546875","1.2408913747039936","286","0.014426518402411388"
"10_saxophone","1","19824.603","1708.162109375","128","0.0064566236206596425","1675.880859375","1.0192622583039936","224","0.011299091336154374"
"11_bassoon","0","1408.481","121.623046875","502","0.3564123335707049","0.37890625","320.9845360824742","125","0.08874809102856197"
"11_bassoon","0.1","1408.481","121.623046875","817","0.5800575229626811","2.19140625","55.5","112","0.07951828956159153"
"11_bassoon","0.2","1408.481","121.623046875","995","0.7064348045873533","6.25390625","19.447532792004996","47","0.0333692822267393"
"11_bassoon","0.3","1408.481","121.623046875","438","0.31097331096408115","12.67578125","9.594915254237288","48","0.034079266954967796"
"11_bassoon","0.4","1408.481","121.623046875","951","0.6751954765452995","21.26953125","5.718181818181818","60","0.042599083693709745"
"11_bassoon","0.5","1408.481","121.623046875","549","0.3897816157974442","32.11328125","3.7873129789563316","134","0.09513795358261844"
"11_bassoon","0.6","1408.481","121.623046875","157","0.11146760233187385","45.41015625","2.6783225806451614","107","0.07596836592044905"
"11_bassoon","0.7","1408.481","121.623046875","818","0.5807675076909096","60.78515625","2.0008675534991323","135","0.09584793831084694"
"11_bassoon","0.8","1408.481","121.623046875","564","0.40043138672087164","78.67578125","1.5458765701802293","141","0.10010784668021791"
"11_bassoon","0.9","1408.481","121.623046875","622","0.4416105009581244","98.58203125","1.2337242936957642","143","0.1015278161366749"
"11_bassoon","1","1408.481","121.623046875","723","0.5133189585092025","120.73828125","1.0073279627293021","135","0.09584793831084694"
"12_doublebass","0","1388.458","120.1484375","532","0.38315887120820363","0.166015625","723.7176470588236","74","0.05329653471693058"
"12_doublebass","0.1","1388.458","120.1484375","51","0.036731395548154855","2.822265625","42.57162629757786","127","0.0914683771493268"
"12_doublebass","0.2","1388.458","120.1484375","874","0.6294752884134773","7.259765625","16.549905838041433","109","0.07850435519115449"
"12_doublebass","0.3","1388.458","120.1484375","919","0.6618853433089081","13.462890625","8.924416074278254","142","0.10227172878113705"
"12_doublebass","0.4","1388.458","120.1484375","129","0.09290882403356816","23.208984375","5.1768072035681225","72","0.05185608783268921"
"12_doublebass","0.5","1388.458","120.1484375","997","0.7180627717943214","33.384765625","3.598900134558006","134","0.09650994124417159"
"12_doublebass","0.6","1388.458","120.1484375","152","0.10947396320234389","45.326171875","2.6507519282974963","140","0.10083128189689569"
"12_doublebass","0.7","1388.458","120.1484375","373","0.26864334391101496","62.134765625","1.9336749127715085","127","0.0914683771493268"
"12_doublebass","0.8","1388.458","120.1484375","265","0.19085921216198112","78.048828125","1.5394009158929958","120","0.08642681305448202"
"12_doublebass","0.9","1388.458","120.1484375","362","0.2607208860476874","95.728515625","1.2550955868851121","140","0.10083128189689569"
"12_doublebass","1","1388.458","120.1484375","568","0.4090869151245482","115.173828125","1.0431921857247028","163","0.11739642106567141"
"13_frenchhorn","0","8712.902","750.90234375","811","0.09308035370993499","4.5","166.8671875","132","0.015149946596438247"
"13_frenchhorn","0.1","8712.902","750.90234375","155","0.017789710018544912","13.16015625","57.058771148708814","168","0.01928175021364868"
"13_frenchhorn","0.2","8712.902","750.90234375","674","0.0773565454999953","36.078125","20.81323083585968","102","0.011706776915429555"
"13_frenchhorn","0.3","8712.902","750.90234375","353","0.04051462991320228","74.4375","10.087688916876575","109","0.012510183174331583"
"13_frenchhorn","0.4","8712.902","750.90234375","651","0.07471678207788864","126.25390625","5.9475573156771135","185","0.021232879699553606"
"13_frenchhorn","0.5","8712.902","750.90234375","606","0.06955202755637559","192.328125","3.904277358030709","127","0.0145760849829368"
"13_frenchhorn","0.6","8712.902","750.90234375","71","0.008148834911720573","275","2.730553977272727","154","0.017674937695844623"
"13_frenchhorn","0.7","8712.902","750.90234375","484","0.05554980418694024","369.97265625","2.0296157866396376","136","0.015609035887239407"
"13_frenchhorn","0.8","8712.902","750.90234375","839","0.0962939787455431","479.203125","1.5669813166389515","99","0.011362459947328686"
"13_frenchhorn","0.9","8712.902","750.90234375","754","0.08653833131601847","606.1875","1.2387295081967213","238","0.02731581280266896"
"13_frenchhorn","1","8712.902","750.90234375","740","0.08493151879821442","744.31640625","1.0088483035503424","202","0.02318400918545853"
"14_piano","0","4729.365","407.759765625","999","0.21123343197236838","4.919921875","82.87931718936086","131","0.027699278867247507"
"14_piano","0.1","4729.365","407.759765625","295","0.062376238670519196","10.623046875","38.384445670159955","67","0.01416680674889758"
"14_piano","0.2","4729.365","407.759765625","865","0.18289981847457323","23.900390625","17.060799215493994","159","0.0336197354190256"
"14_piano","0.3","4729.365","407.759765625","625","0.132153048030761","44.724609375","9.117123018472423","160","0.03383118029587482"
"14_piano","0.4","4729.365","407.759765625","521","0.11016278083844237","72.990234375","5.586497551577426","107","0.022624601822866283"
"14_piano","0.5","4729.365","407.759765625","659","0.1393421738436344","108.884765625","3.744874347521929","165","0.03488840468012091"
"14_piano","0.6","4729.365","407.759765625","36","0.007612015566571834","152.326171875","2.6768857945147517","165","0.03488840468012091"
"14_piano","0.7","4729.365","407.759765625","410","0.08669239950817922","203.138671875","2.0072975857394213","120","0.025373385221906113"
"14_piano","0.8","4729.365","407.759765625","286","0.060473234778876235","261.650390625","1.5584145112529393","84","0.01776136965533428"
"14_piano","0.9","4729.365","407.759765625","261","0.0551871128576458","327.708984375","1.2442739902376228","161","0.034042625172724036"
"14_piano","1","4729.365","407.759765625","306","0.06470213231586058","401.314453125","1.016060504299835","173","0.03657996369491465"
"15_trumpet","0","70607.982","6081.974609375","311","0.004404601168179541","30.638671875","198.50647032574744","619","0.008766714222196577"
"15_trumpet","0.1","70607.982","6081.974609375","528","0.007477908092600635","103.068359375","59.009133804551745","589","0.008341833080571542"
"15_trumpet","0.2","70607.982","6081.974609375","803","0.011372651890830133","295.994140625","20.547618262080253","668","0.00946068675351747"
"15_trumpet","0.3","70607.982","6081.974609375","403","0.005707570002496318","597.330078125","10.181932623359808","702","0.009942218714025845"
"15_trumpet","0.4","70607.982","6081.974609375","256","0.0036256524085336414","1027.177734375","5.921053782455339","591","0.008370158490013211"
"15_trumpet","0.5","70607.982","6081.974609375","475","0.006727284742396405","1557.404296875","3.905199582137245","741","0.01049456419813839"
"15_trumpet","0.6","70607.982","6081.974609375","667","0.009446524048796636","2224.173828125","2.734487085706859","699","0.00989973059986334"
"15_trumpet","0.7","70607.982","6081.974609375","521","0.007378769159554793","3011.412109375","2.0196420776953294","726","0.010282123627325872"
"15_trumpet","0.8","70607.982","6081.974609375","628","0.008894178564684089","3886.982421875","1.5647033995181232","827","0.01171255680413016"
"15_trumpet","0.9","70607.982","6081.974609375","955","0.013525383008396981","4911.142578125","1.2384031847222416","716","0.010140496580117528"
"15_trumpet","1","70607.982","6081.974609375","886","0.012548156382659399","0","∞","885","0.012533993677938565"
"16_crash","0","1629.637","140.619140625","504","0.3092713285228551","2.037109375","69.0287631831256","82","0.050317954243797855"
"16_crash","0.1","1629.637","140.619140625","712","0.4369071148973667","4.005859375","35.10336421257923","124","0.07609056495403578"
"16_crash","0.2","1629.637","140.619140625","176","0.10799951154766368","8.681640625","16.19730033745782","69","0.042340717595390875"
"16_crash","0.3","1629.637","140.619140625","458","0.2810441834592612","15.943359375","8.819919147372289","68","0.04172708400705188"
"16_crash","0.4","1629.637","140.619140625","782","0.4798614660810966","25.177734375","5.585059343728182","127","0.07793146571905277"
"16_crash","0.5","1629.637","140.619140625","390","0.2393170994522093","37.673828125","3.732541863238115","90","0.05522702295050984"
"16_crash","0.6","1629.637","140.619140625","885","0.5430657256800134","52.677734375","2.669422713284639","133","0.08161326724908677"
"16_crash","0.7","1629.637","140.619140625","708","0.43445258054401076","70.505859375","1.9944319787251725","145","0.08897687030915474"
"16_crash","0.8","1629.637","140.619140625","338","0.20740815285858138","89.478515625","1.5715408290223298","39","0.02393170994522093"
"16_crash","0.9","1629.637","140.619140625","41","0.025158977121898927","112.224609375","1.2530151934422806","75","0.04602251912542486"
"16_crash","1","1629.637","140.619140625","895","0.5492020615634035","137.873046875","1.019917553229165","133","0.08161326724908677"
