"Sample","Original duration (ms)","Original size (KB)","Original sample rate (fps)","Bitrate (Kbit/s)","ACC compression time (ms)","ACC Comp Time / Orig dur","ACC size (KB)","ACC rate","ACC sample rate","ACC Bit Rate","Opus compression time (ms)","Opus Comp Time / Orig dur","Opus size (KB)","Opus rate","Opus sample rate","Opus Bit Rate"
"04_baritone","1838.98","158.7734375","44100","40","123","0.06688490358785848","10.4951171875","15.128314878570764","44100","41310","134","0.07286648033148811","13.1845703125","12.042367232056884","48000","58525"
"04_baritone","1838.98","158.7734375","44100","48","134","0.07286648033148811","12.236328125","12.975578611332802","44100","48970","137","0.0744978194433871","15.29296875","10.382120051085568","48000","67884"
"04_baritone","1838.98","158.7734375","44100","64","138","0.07504159914735342","15.91796875","9.974478527607362","44100","65165","123","0.06688490358785848","20.97265625","7.570497299310858","48000","93095"
"04_baritone","1838.98","158.7734375","44100","80","154","0.08374207441081469","19.5322265625","8.128793560321984","44100","81065","127","0.0690600224037238","23.8134765625","6.667377486159524","48000","105705"
"04_baritone","1838.98","158.7734375","44100","96","141","0.07667293825925241","23.1884765625","6.847083596546641","44100","97149","128","0.06960380210769013","26.201171875","6.059783824077525","48000","116304"
"04_baritone","1838.98","158.7734375","44100","112","144","0.07830427737115139","26.6982421875","5.946962215150518","44100","112589","123","0.06688490358785848","29.775390625","5.332371269268613","48000","132170"
"04_baritone","1838.98","158.7734375","44100","128","151","0.0821107352989157","30.3720703125","5.2276132600237935","44100","128750","122","0.06634112388389216","33.3486328125","4.761017892178395","48000","148031"
"04_baritone","1838.98","158.7734375","44100","160","145","0.07884805707511773","37.44140625","4.240584246218049","44100","159849","133","0.07232270062752177","40.345703125","3.935324587306966","48000","179090"
"04_baritone","1838.98","158.7734375","44100","192","138","0.07504159914735342","44.6650390625","3.5547587292564007","44100","191627","141","0.07667293825925241","47.36328125","3.352247422680412","48000","210241"
"04_baritone","1838.98","158.7734375","44100","224","150","0.08156695559494938","50.3583984375","3.1528690829406405","44100","216672","148","0.08047939618701672","54.2861328125","2.92475129971757","48000","240971"
"04_baritone","1838.98","158.7734375","44100","256","124","0.06742868329182482","52.7001953125","3.0127675345131104","44100","226974","138","0.07504159914735342","61.0087890625","2.6024682662910377","48000","270812"
"04_baritone","1838.98","158.7734375","44100","320","137","0.0744978194433871","52.958984375","2.9980453623455654","44100","228113",,,,,,
"05_countertenorA","2470.272","213.154296875","44100","8","109","0.04412469558008187","3.7734375","56.48809523809524","44100","8421","149","0.06031724441680916","2.833984375","75.21364576154376","48000","9373"
"05_countertenorA","2470.272","213.154296875","44100","16","135","0.05464985232395461","6.23046875","34.211598746081506","44100","16494","134","0.05424503860303643","6.4287109375","33.1566155248367","48000","21262"
"05_countertenorA","2470.272","213.154296875","44100","24","154","0.06234131302140007","8.6875","24.5357464028777","44100","24566","146","0.05910280325405461","10.7666015625","19.797732426303856","48000","35610"
"05_countertenorA","2470.272","213.154296875","44100","32","129","0.05222096999844552","11.1796875","19.06621243885395","44100","32754","130","0.052625783719363696","13.8525390625","15.387381036305957","48000","45817"
"05_countertenorA","2470.272","213.154296875","44100","40","139","0.05626910720762734","13.5986328125","15.674685816876123","44100","40701","161","0.06517500906782735","17.0166015625","12.52625538020086","48000","56282"
"05_countertenorA","2470.272","213.154296875","44100","48","146","0.05910280325405461","16.1328125","13.212469733656174","44100","49026","157","0.06355575418415461","19.7763671875","10.778233173670436","48000","65410"
"05_countertenorA","2470.272","213.154296875","44100","64","140","0.05667392092854552","20.98046875","10.1596536957736","44100","64953","132","0.05343541116120006","27.1533203125","7.850026973565906","48000","89809"
"05_countertenorA","2470.272","213.154296875","44100","80","154","0.06234131302140007","25.9140625","8.225429605064818","44100","81161","148","0.05991243069589098","31.4580078125","6.775835842672213","48000","104047"
"05_countertenorA","2470.272","213.154296875","44100","96","147","0.059507616974972796","30.8134765625","6.917567267771686","44100","97257","142","0.05748354837038189","35.2314453125","6.050115031737672","48000","116528"
"05_countertenorA","2470.272","213.154296875","44100","112","147","0.059507616974972796","35.55078125","5.995769695637842","44100","112821","126","0.05100652883569097","39.9345703125","5.337588340302741","48000","132083"
"05_countertenorA","2470.272","213.154296875","44100","128","156","0.06315094046323644","40.3349609375","5.284604023920781","44100","128539","120","0.04857764651018188","44.626953125","4.776357827476039","48000","147603"
