"Sample","Original duration (ms)","Original size (KB)","Original sample rate (fps)","Bitrate (Kbit/s)","ACC compression time (ms)","ACC Comp Time / Orig dur","ACC size (KB)","ACC rate","ACC sample rate","ACC Bit Rate","Opus compression time (ms)","Opus Comp Time / Orig dur","Opus size (KB)","Opus rate","Opus sample rate","Opus Bit Rate"
"05_countertenorA","2470.272","213.154296875","44100","160","142","0.05748354837038189","50","4.2630859375","44100","160292","150","0.060722058137727346","54.013671875","3.9463026577472426","48000","178650"
"05_countertenorA","2470.272","213.154296875","44100","192","127","0.05141134255660915","59.8173828125","3.5634173020096975","44100","192546","130","0.052625783719363696","63.4228515625","3.360843790899992","48000","209771"
"05_countertenorA","2470.272","213.154296875","44100","224","151","0.06112687185864553","67.8046875","3.1436513423205437","44100","218787","129","0.05222096999844552","72.71875","2.931215083798883","48000","240517"
"05_countertenorA","2470.272","213.154296875","44100","256","162","0.06557982278874554","70.2705078125","3.0333393554483927","44100","226888","127","0.05141134255660915","81.8330078125","2.60474718665346","48000","270663"
"05_countertenorA","2470.272","213.154296875","44100","320","142","0.05748354837038189","70.232421875","3.034984287660947","44100","226763",,,,,,
"06_countertenorB","2414.649","208.36328125","44100","8","121","0.0501108028537481","3.67578125","56.685441020191284","44100","8325","163","0.06750463524926398","3.064453125","67.99362651370299","48000","10368"
"06_countertenorB","2414.649","208.36328125","44100","16","136","0.05632288585214663","6.123046875","34.029346092503985","44100","16548","143","0.05922185791806594","6.724609375","30.985187336625035","48000","22752"
"06_countertenorB","2414.649","208.36328125","44100","24","156","0.06460566318334467","8.4853515625","24.555645068477386","44100","24486","158","0.06543394091646447","11.9921875","17.374918566775243","48000","40575"
"06_countertenorB","2414.649","208.36328125","44100","32","122","0.050524941720308005","10.884765625","19.142652072492375","44100","32549","148","0.06129255225086545","15.146484375","13.756544165054803","48000","51248"
"06_countertenorB","2414.649","208.36328125","44100","40","141","0.058393580184946135","13.24609375","15.730168092008258","44100","40484","153","0.06336324658366496","17.96484375","11.598390954555338","48000","60783"
"06_countertenorB","2414.649","208.36328125","44100","48","127","0.05259563605310751","15.6728515625","13.294535485076953","44100","48639","135","0.055908746985586726","22.5439453125","9.242538444877626","48000","76277"
"06_countertenorB","2414.649","208.36328125","44100","64","148","0.06129255225086545","20.44921875","10.189302769818529","44100","64689","141","0.058393580184946135","28.443359375","7.325551054041063","48000","96237"
"06_countertenorB","2414.649","208.36328125","44100","80","123","0.050939080586867906","25.1875","8.272487593052109","44100","80611","139","0.05756530245182633","32.8779296875","6.33748180711082","48000","111242"
"06_countertenorB","2414.649","208.36328125","44100","96","147","0.060878413384305545","30.0126953125","6.942504799401295","44100","96825","137","0.05673702471870653","37","5.631440033783784","48000","125189"
"06_countertenorB","2414.649","208.36328125","44100","112","137","0.05673702471870653","34.671875","6.009576385759351","44100","112481","139","0.05756530245182633","41.626953125","5.005489607281941","48000","140844"
"06_countertenorB","2414.649","208.36328125","44100","128","147","0.060878413384305545","39.365234375","5.293078640535847","44100","128253","145","0.06005013565118574","46.2021484375","4.509818012724313","48000","156324"
"06_countertenorB","2414.649","208.36328125","44100","160","146","0.06046427451774564","48.7900390625","4.270611076639779","44100","159923","119","0.0492825251206283","55.3740234375","3.762834417932032","48000","187357"
"06_countertenorB","2414.649","208.36328125","44100","192","129","0.053423913786227316","58.267578125","3.5759729158985016","44100","191770","136","0.05632288585214663","64.5712890625","3.226871946885256","48000","218476"
"06_countertenorB","2414.649","208.36328125","44100","224","133","0.05508046925246692","67.2119140625","3.100094442426444","44100","221826","138","0.05715116358526643","73.59375","2.8312632696390656","48000","249003"
"06_countertenorB","2414.649","208.36328125","44100","256","148","0.06129255225086545","70.0166015625","2.9759125207470327","44100","231251","129","0.053423913786227316","82.486328125","2.5260341439158953","48000","279091"
"06_countertenorB","2414.649","208.36328125","44100","320","148","0.06129255225086545","70.3359375","2.9624014217483063","44100","232324",,,,,,
"07_bass","2623.8100000000004","226.470703125","44100","8","125","0.047640644711316744","3.935546875","57.54491315136477","44100","8362","158","0.06021777491510436","2.9599609375","76.51138238205213","48000","9218"
