"Sample","Original size (KB)","Compressed size (KB)","q","qxy","Rate","MOS-LQO speech","MOS-LQO audio","MSE","AVG Absolute Error"
"01_sopranoA","223.796875","14.951171875","0.40","1.00","14.9685173089484","2.42555","2.50868","0.019176954832842277","0.0001885561739078344"
"01_sopranoA","223.796875","4.091796875","0.50","0.00","54.694033412887826","4.17014","4.28522","0.020196652540697316","0.00011992402652181197"
"01_sopranoA","223.796875","60.751953125","0.50","0.10","3.683780742645877","4.42365","4.07914","0.00020759851041488982","4.066438997202326E-05"
"01_sopranoA","223.796875","42.677734375","0.50","0.20","5.243878998672829","3.5905","4.007","0.0003815809366994353","5.667738307152517E-05"
"01_sopranoA","223.796875","32.013671875","0.50","0.30","6.9906656091757675","3.20609","3.87131","0.0005855571919874983","6.910880423996885E-05"
"01_sopranoA","223.796875","24.904296875","0.50","0.40","8.986275586228532","2.43385","3.69692","0.005357700822981575","0.00012440267003270442"
"01_sopranoA","223.796875","21.349609375","0.50","0.50","10.482481017290276","2.45878","3.32057","0.005621526979543218","0.00014178084820599504"
"01_sopranoA","223.796875","21.349609375","0.50","0.60","10.482481017290276","2.45878","3.32057","0.005621526979543218","0.00014178084820599504"
"01_sopranoA","223.796875","17.794921875","0.50","0.70","12.576446054220174","2.4244","2.50548","0.019145561973730196","0.00018916330041391155"
"01_sopranoA","223.796875","17.794921875","0.50","0.80","12.576446054220174","2.4244","2.50548","0.019145561973730196","0.00018916330041391155"
"01_sopranoA","223.796875","17.794921875","0.50","0.90","12.576446054220174","2.4244","2.50548","0.019145561973730196","0.00018916330041391155"
